2018.12.18 16:07,43,whgg****,221.157.***.156,2,3,"누굴 원망할수 있는것도 아니고,

화남, 체념, 우울 복합적인 감정입니다.

삼전이 저러고 있으니 희망이 더 사라지는군요.

도대체 배당을 몇번 타라는건지.....",
2018.12.18 15:45,46,ipho****,218.52.***.12,0,0,"링크
https://open.kakao.com/o/gEGS6J7

(복사하셔서 주소창에 넣어주시면 됩니다)

삼성생명 주주님의 큰관심사인 삼성전자 오픈채팅방입니다 주가 반도체 경기 세계경제 여러문제에 대해
서로 이야기를 나누는 공간이니 많은 참여바래요",[]
2018.12.18 15:32,108,afro****,220.118.***.43,4,4,"삼전 삼생 폭락시키고

삼바 삼물 반등시키는거 보면
무슨 시그날인지 몰라?

그것도 모르면서...주식하면 갈곳은

마포대교뿐

재드래곤님에게 삼전과 삼생 주식은 기부하세요",[]
2018.12.18 14:59,133,afro****,117.111.***.150,1,5,"7만 깨고 6만 가쥬아
삼전 폭락하는거 안보이세요?
지금이라도 손절 가쥬아 ㅋㅋㅋ",[]
2018.12.18 12:54,443,suji****,211.36.***.181,5,5,산타할아버지 선물 배당3천원과 26일 이후 6만9천 만들어서 9만원 초보들이 물타는 행운과 삼성생명 2년간 폭락과 8만1천원대를 오가며 체질개선 후 모두 저와함깨 2-3회 배당이나 받궁 13마넌에 매도 할수 있게 해주세요 ^^,"['시러 회장님 오래오래 인조인간 되서 사세요 ^^', '기도가 틀렸어\n삼성병원 좋은 소식들려 주라고 빌려무나 ~']"
2018.12.18 11:49,365,dalp****,220.78.***.83,3,4,서리밖에 더 내리냐?,"['여자가 한을 품으면 스스로 스트레스받아 간경화나 갑상선 암 결려. 스트레스는 만병의 근원이니까 그러려니하고 차카게 살어', '산타할아버지 선물 주세요 6만9천 만들어서 9만원 초보들이 물타서 삼성생명 2년간 폭락과 8만1천원대를 오가며 모두 저와 배당이나 받으며 썩다가 13마넌에 매도 할수 있게 ^^']"
2018.12.18 10:28,468,suji****,211.36.***.181,3,5,"대세 하락 종목 들어와서 개소릴 지꺼려
여자가 한을 품으면 어떻게 되는지 한번 봅시다
물타서 8만 2천 만들고 2년간 같이 푹썩어 보자구연","['게시판 물 다 흐리네\n심싱한데 약 먹고 집에가서 코~~오\n죽 치지지 말고', '쩐이 딸리세요^^ 한 6만9천 까지만 후려 처주면 조캐따\n산타할아버지 선물~♡', '서방 잡아 먹을 뇬이네']"
2018.12.18 10:54,180,snch****,175.210.***.105,0,1,"워메,아지메.와그라뇨.너무무서워말을못하겟네,너무그라지마소,모두들힘들어하지안능기요,쬐금만참읍시데,아지메잘게시소,",['뭐라 갸이자앗가튼 소리를 그리 말도 안되게 싸부려샀냐?커커커\n.\n.']
2018.12.18 08:40,419,jpj1****,223.39.***.52,7,0,언제까지.. 이럴거냐,"['도찐개찐. 불황업. 전망암울.', '님....저는 썩은 오렌지 라이프 주주입니다..저희는 하염없이 내리고 있습니다..ㅠㅠ장마도 아니고']"
2018.12.17 21:58,506,libe****,122.40.***.149,6,7,자본주의농락.대국민 대국가사기죄다.,['15년 받고 따당']
2018.12.17 21:42,440,jins****,223.39.***.62,3,6,"깊은 하락 조정 끝자락 상황에서

5일선 위쪽 위치

연일 기관 매수 들어 오는 중

연말 결산

공매들 똥줄타게

시원하게 상승 가즈아~~^^",[]
2018.12.17 21:40,447,dalp****,220.78.***.83,8,8,"그냥 나가 뒤져야 한다.

그딴 사고 방식으로 무슨 주식을 한다고..

쯧쯧쯧..

차트에 모든것이 있다라고 믿는건 개초보때 열성적일때 한참 막 초보로 열심히 공부할때 그때나 그러는거지.
근데.

차트가
해석하기 나름 짜집기가 무한해서, 평생을 해도 거기서 벗어나지를 못하는 사람들도 있지.

백날 십년 오십년 해도 알수가 없는게 차트..ㅋㅋㅋㅋ

왜????

차트는 그냥 과거를 기록한 기록일뿐인데, 거기서 미래를 예단하고 예측하고 예언을 하려고 하다보니
어차피 안맞아.

근데 또 맞아.


왠지 아냐?
맞기도 하고 안맞기도 하고??

왜 그럴까?

어차피주식은 오른다 내린다 딱 두개야. 확률이오십프로라는거지.

따라서 맞으면!!!!! 봐라 차트대로 가잖아!! 이렇게 해석하고
틀리면!! 차트상 다른것을 대입해서 해석하면 또... 아 이걸 못봤네 이게 맞나보다하면서 합리화가 되는거야.

그래서 초보는 영원히 그 차트에서 매몰되서 벗어나지를 못하는거야.

차트 만년을 분석해도!!!
고수가 될수가 없지..

그렇다고 기본적분석??
그것도 개뿔다구임...

차트는 ---------------------- 그냥 세력의 마음이야.
세력이 차트를 이용하고 기본적분석을 이용해서 개미돈 털어먹는거야.

그래서 중요한건 거래량과 수급을 보라고 하는거잖아.

기본적분석 개망이고, 차트가 개망이더라도 수급이 붙기시작하면 지가 오르는거지?
그치???

근데 이것도 역시 백날천날공부해도 되는게 아니야.

수십년공부하거나 실전으로 겪은 자들이 그 직업을 나와서 즉 증권맨들이 나와서 전업투자자하면 돈버냐????

그나마!
전문직자리에 있어서 큰돈을 가지고 노니까. 남들보다 더 좋은 정보로 노니까.
지가 잘하는것 같지...

갸들도 직업박차고 나와서 혼자 개미가 되서 하면 그냥 개초보임..


즉 차트나 기본적 분석에 열을 올리는 사람든 누구나다 개초보다.

자신이 고수가 될 생각을 하지말고

그냥 고수되는 법은 시장을 이기려고 하지말고.
그냥 바람따라 흘러가..

차트와 기본적분석은 대충 배워놓고---------너무 깊게 들어갈 필요도 없다.
그냥 그건..

매수 시점과 매도시점을 대충 정하는 기준만 삼으라는 소리지..

그래서
증시 격언에 이런 말이 나오는거야.

무릅에 사서 어깨에 팔아라.

무릅밑가 어깨위는 그 누구도 모른다.
그냥 흐름을 타고 ------------------------자연스럽게 저점을 형성하면서 추세가 반등해서 하락추세가 아닌 상승추세로 돌아섰얼때, 늦었지만 과감하게 투자하고(무?), 한참 오를때까진 추세가 꺽이기전까지는 냅두다가
추세꺽이는 나름대로의 기준에 왔을땐 그냥 파는 거지.

외인 기관 돈 많은 넘들이 주물럭 거리기 쉬운 이 증권 시장에서
뭔 차트고 기본적 분석이가.

그거대로 흘러가면 뭐하러 공부해서 서울대가냐?
서울대가면 뭐해?

어차피 남들 밑에서 따까리 짓하고 월급쟁이될껀데.

기술적 차트분석해서 그게 원리대로만 되면----------그걸로 돈벌면 이재용보다 돈 더 벌텐데 말야.

근데 현실은???????????????

다 작살나지???????????????

챠트 기술적 분석, 기본적분석 맹신하지마라.

그냥 매도 매수시점을 정하는 기준점만 삼으라는거야.


따라서 고수는.

차트로 오른다 내린다 이런 소리 잘 안함..
그냥 흐름만 복 따라갈뿐이지.

어차피 차트 백날 만년을 분석해봐야
확률은 오십프로야..
오른다 내린다...

그건..

지나가는 거랭뱅이 거지도....

오른다 내린다 확률 50프로랑 똑같아..

그냥 추세전환해서 상승추세다 싶으면 들어가고 꺽인다 싶으면 파는겨.
이것만 해도

주식시장에서 돈 않읽는다.

돈만 안잃어도, 본전만유지해도 그게 돈버는겨~~~~~~~



차트 백날 분석해봐라.

주식경력 50년됐어도 차트맹신하면 그건 개초짜여 그 놈 돈 못번다...

차라리..
장사꾼이.... 그냥 평소에 돈벌다가.. 위기 예를 들어가 금융위기라든지 서프프라임이라든지 대공황이라든지 하는...

뉴스에 도배할때..

아무것도 모르는 장사꾼들이.

주식좀 사볼까?? 하고 그냥 우리나라 유명한 회사 암거나 사놓기만해도, 돈 몇배 불린다..
차트따위 전혀 몰라도..... 오히려 그런 장사꾼들이 주식해서 돈 더 번다..

오히려 차트에 맬몰된 사람들은
처음엔 버는것 같아도...

백번 벌다가 한번 망하면 그 순간 , 지금까지 번것도 다 까묵는 사람들이 비일비재하듯 많지....

따라서
절대 몰빵하지 말것, 빚내서 주식하지 말것, 무릎에서 사서 어깨에 팔것 등등.
주식겪언에 나오는 아주 간단한 이치들만 잘 따라도

오래오래 살아남는다.

차트 믿지 마라.

차트쟁이가 젤 개하수여~~~",['확률50%라고 말하는 님도 고수는 아닌 듯\n아직 한참 돈 더 잃겠네여\n심리를 극복하지 못하면 확률 99% 필패\n멍심하시요\n나 자신을 이겨야지요']
2018.12.18 00:20,176,snch****,175.210.***.105,4,3,"아따,그양반.말,참거시기하게잘해부리네,
잘알었소잉,그러니께.차ㅡ트,차ㅡ트,하지말고감으로하라이거지라,","['뭐라 갸이다앗가튼 소리를 그리 말도 안되게 싸부려샀냐?커커커\n\n여그저그 손절만 하구 댕기면서....ㅉㅉ', '그 감도 훈련된 감이어야지 그냥 아무감으로 하면 디진다.']"
2018.12.17 21:12,462,dalp****,220.78.***.83,3,5,"할라면 멀었다.

오히려 급락이 더 확률이 훨씬 높지.

장대음봉 세개 나오면.
매수 들어가준다!!!

장대음봉 세개 나오고 나서 긴밑꼬리 나오면서 추세전환이 되어야 진정한 밑바닥인데

얼마전에 나온 긴 밑꼬리는 가짜인듯 싶은 흐름인지라.

함부로 못들어가고 있다

조금더 지켜보자.
매수 시점!!",['달팽아 나가서 상추나 뜯어라 헛소리맑ㅋㅋ']
2018.12.17 20:10,664,psb4****,116.36.***.169,10,4,그나마 위로되는건 쥐꼬리만큼주다가 배당금이 찔끔 찔금. 오른다는것. 작년에 이천원에서 올해는이천삼백원정도 안되겠나 생각해봅니다,"['2,800예상']"
2018.12.17 15:58,776,jins****,223.39.***.92,0,10,"잘 모르지만~~

8년전 공모가 11만원짜리 였던거 같은데요

맞나요??

현재가격이

공모가 11만원 보다 한참 저평가 아닌가요??

갠적으로는

+ 100원 입니다

84100원 주주 ㅎㅎㅎ","['전 마이너스 27000원', '저는 ㅡ20.100원']"
2018.12.17 14:43,1030,kds1****,27.126.***.39,4,3,평단 84800 1743주 11마넌 갔으면 좋겠다...,"['미수 신용은 안써요...', '분할매수, 현금비중 50% 유지, 무릎에사서 어깨에 팔기. 미수 신용 엄금 개미들의 4대원칙을 지키셔야 손실이 덜 합니다. 그래야 다음 기회를 볼 수 있고요. 도박판에서. 돈 떨어지면 어찌할 수가 없는 것이잖아요.', '물리고 시작하네요']"
2018.12.17 13:41,945,deep****,175.223.***.225,5,5,"데 어쩌나.
ㅋ","['그니까요. ㅎㅎ 방어주라 안심 됩니다', '나 같으면 올라 타겠네요. 배당기일까지 조정을 주면 좋을 것 같은데 그럴 것 같지는 않고.']"
2018.12.17 12:38,816,deep****,175.223.***.225,0,8,"볼 줄 모르면 방어주 개념으로도 생각하지..
떨어진다고 아우성치던 사람들 어디 갔나?","['조정은 설령 받는다해도 이젠 상승으로 주욱 갈 거 같습니다~', '배당기일 오늘 빼고 6거래일 남았는데 개관이든 외놈들이든지 메리트가 있어 입질하는 거고 개미들 또한 마찬가지 26일까지는 배당빨로 상승한다에 한 표. 그 이후는 아직 모르겠습니다.']"
2018.12.17 12:10,746,jung****,211.36.***.192,4,7,"좋은가격까지 왔구나
슬슬 사보자 조쿠나

배당도 받고 엉댕이로 깔고 사놓지 뭐
고민할것도 없이 그냥 사
지금!!
물리면 돌면되는거고

비중 많이는 실지 말고ㅎㅎ",['종가 근처에서 떨어지면 들어가는 것을 생각해 보세요.']
2018.12.17 11:54,527,real****,39.7.***.117,2,1,후손을 위해 주식 고마해라... 보험업은 무수익 자산은 부도의 길이당...,[]
