2018.12.18 14:48,179,tomt****,223.62.***.200,1,0,"64000에 쌓여있던 15931주
싹쓸이 매수해가네

10억원을 통으로 지르네",
2018.12.18 14:43,143,hasu****,115.94.***.54,6,1,"너의 똥글을

권리락 발생 첫 날의 흐름을 보며..2 (매매동향과 공매도집계)

조회 991공감 3비공감 3투자의견 0 의견없음신고


zizo**** 121.134.***.9 |작성자글 더보기

2018.12.04 18:20



아까 장중에 쓴 글로 말들이 많았는데

금일 매매동향은
외국인이 -64,097주 기관이 - 15,409 주

공매도거래량은 무려 7만주가 넘었습니다.
참고로 금일을 제외한 최근 10거래일 공매도거래량의 총 합은 79,317주였고
일일평균으로 환산하면 7,931주밖에 안되는건데
금일 공매도거래량만 79,317주입니다.

매매동향과 공매도거래량을 장중에 볼수 없습니다만
(매매동향은 매일 15:35분경 집계, 공매도거래량과 공매도잔고량은 18:10분쯤 확인가능합니다.)
당일의 거래패턴을 가만히 보고있으면 어느정도 유추가 가능하지요.

당장 오늘 7만주라는 엄청난 주식을 공매도를 쳤는데
단기적 흐름이 좋을거라고 생각하는건 천지분간 못하는 핏덩이 아닐까요?
그래서 1-2주간 보수적 스탠스를 견지하되, 장기적으로 좋은 전망을 갖고있다고 글을 쓴건데.
그렇다고 제가 팔고 튀어라 이런 얘길 한것도 아니고.ㅋㅋ 매도 알고맞으면 덜아프다고 얘길 해준거지요.

몇몇분은 얼토당토 않는 말들로 논지를 흐리고, 까불어대다가 게중에 한명은 댓글도 다 지우고 튀었습니다.
아이러니하게도 그들은 11월20일경 신규진입한 주주들이었고 사실상 그들을 위한 경고였음에도 불구하고 그러더군요

주가야 당연히 그날그날 가봐야 아는거겠지만 참고하셔서
멘탈 잡으시길 바랍니다.


부끄럽지 않냐 이제 아무 생각 없이 글 좀 그만쓰고 그냥 주가나 지켜보거라",[]
2018.12.18 14:41,118,rlad****,110.70.***.156,2,0,어떤새끼냐 밑에서 빨아먹을려고,['시끄럽고 내일은 62500원 매수타임잡고 63500윈 언저리에 매도~~하방 조정잡고 대응해라']
2018.12.18 14:39,67,tobe****,118.35.***.157,2,1,"맑고 고운 소리

영창 피아노 고운소리.... 맑은 소리...

영창피아노 영창


영창 가고 싶냐

똥물 입을 영창가서 고치고 와라",[]
2018.12.18 13:36,210,tobe****,118.35.***.157,4,5,"입에서 걸레나는 새끼는 니 똥창에서도 걸레내가 나것지.


ㅋㅋ","['zizzo 야\n입에서 걸레물고 어찌 사냐? 이눔아~~~\n걸레도 걸레나름이지 똥물 걸레를 물고 사면 너 죽어\n살긴 살아야지.', '매도하고 5만원 노래부르는 장애友 ㅋㅋㅋㅋㅋㅋ\n안뒤지냐? ㅋㅋㅋㅋ']"
2018.12.18 10:32,744,bbn4****,180.229.***.133,10,7,빨리타세요 갑니다,"['차트가 절대적이진 않지만, 차트좀 보고 삽시다!', '그리고 팁 하나줄께^^ 증권사 뉴스 나오면 반대로 생각하고 매매해봐요. 단기수익 많이 오를겁니다~안 믿으면 그냥 주저리라 생각하시고요~ㅋ', '내 얘기들 듣고 하방 타임 짧게 짧게 수익내셔~~난 물량이 많아서 장투니께', '오후에 짧게 매도 타임잡고~~내일 다시 하락 버스타고 오후 하차하고 2주정도 짧게 짧게 갈아타셔^.ㅋ', '반등할 분위기 ᆢ']"
2018.12.18 10:28,459,bbn4****,180.229.***.133,5,3,지금은 매수빨리타세요 오후에갑니다,"['모자란 자슥 ģ랄좀 그만해라', '안가면 어떻할려?', '안오르면 너 목숨걸고 내기하자', '어딜가냐?', '내기할까 오후에무조건간다']"
2018.12.18 10:07,374,tobe****,118.35.***.157,4,0,"그냥 수급 마음대로..

잘알잖아?

주식 하루 이틀 해?",['그건 자네 생각이지.다 이유가 있지...ㅎㅎㅎ']
2018.12.18 09:57,292,emoz****,59.27.***.108,0,0,"2016.2
2016.11~2017.4 두차례걸쳐 지금과 거의 대등한 대차거래및 공매도를 때렸으나...
둘다 뜻을 이루지 못함, 특히 2016.11~2017.4 월 어마한 공매도 및 대차잔고를 넘어 주가 급상승하는 바람에 멘붕
단기간에 과열상태인건 사실이나.. 그럼에도 불구하고 얕은 조정이 계속 된다면 안전벨트 준비..
개인이 사지 말아주었으면 하는 바램뿐
요즘은 다른건 의미가 없고(저평가,고배당) 내년이 올해보다 좋아질건가에 따라 주도하는 주식 갈림
미포가 내년에 나빠질건가?",[]
2018.12.18 09:43,319,keep****,222.234.***.150,6,0,"외국인은 방향만 보고 계속 사고 있다.
도대체 뭔가? 이러니 맨날 당하지.",[]
