2018.12.21 17:46,749,hell****,211.36.***.69,4,0,"신한이 다시 신한다움을 갖춘다.

벨트 단디 메거라.",
2018.12.21 15:21,789,jaem****,39.7.***.157,0,8,"몇푼 배당받으려고 매수세 들어오니까 졸라게 던지네.
배당락이 배당액 2배는 될듯",[]
2018.12.21 14:09,810,vvgi****,58.120.***.201,5,0,저주를 내려라.,['많이 내려라']
2018.12.21 12:26,627,0000****,59.13.***.195,2,1,"어려운 장세에 신한지주는 정말 좋은 주식이네요.
아직도 더 상승할 것 같습니다.
남은 상승 즐투하시고 좋은 일도 많이 하십시오.
감사합니다...",[]
2018.12.21 12:04,682,rgrg****,59.13.***.195,3,2,음 맛있네 음냐음냐~~ 계속 가자~~ 음냐 음냐,['내가 오늘 1등여 난 오늘 40600원에 샀다 ㅋ']
2018.12.21 11:11,643,edel****,106.253.***.86,6,0,내년까지 쭉 올려라!!!,[]
2018.12.21 10:27,407,e_js****,165.194.***.33,3,0,정말로..,[]
2018.12.21 09:28,476,jswp****,117.111.***.203,3,1,"그만해
살려조",[]
2018.12.21 08:54,324,sayc****,114.204.***.92,4,6,"문재인정부 들어오고 나서

은행주 못잡아 먹어서 안달난 것처럼 보인다.

이것 정말 문재인정부가 잘못이다.

은행 잘못한 게 뭐있냐?

진짜 왜 못 잡아먹어서 은행주만 개박살 내는지
이해가 안된다.","['은행주만 문제냐? 지금 종목중에 제대로된게뭐가있냐?', '똑같은걸 몇개를 써제끼냐ㅡㅡ', '팩트를 얘기해라 정확히 어떻게 은행주를 개박살내는지를 뇌피셜풀지말고']"
2018.12.20 21:40,478,youb****,221.146.***.136,8,3,"폐업 100만명 현실화.....


롯데·CJ 외식 브랜드 폐점 속출…대기업 프랜차이즈도 못 버틴다
프랜차이즈 개인 자영업자 상황 더욱 심각…폐점·폐업 문의 봇물
올해 폐업 자영업자 100만명에 달할 것으로 전망…빈곤층 전락 우려

[아시아경제 개인 자영업자의 외식 매장 줄폐업이 이어지고 있는 가운데 대기업 브랜드 외식 프랜차이즈도 폐점 공포에 떨고 있다. 이달 초 빕스 의정부점과 대학로점이 문을 닫은 데 이어 지난달에는 엔제리너스 목동역점이 오픈 5년만에 폐점했다. 꽁꽁 얼어붙은 경기에 최저임금 인상, 임대료 부담 가중 등으로 영세 자영업자에 이어 대기업들도 버티기 힘들어지고 있다는 분석이다.


고용참사, 자영업 몰락, 청년실업 문제 등
문재인, 정신 차리고 대한민국 국민을 위해 일 좀 해라","['반대하는 OOO 모지? 무뇌인가', '포퓰리즘 정치인 스레기가 나라 망치네요.', '국제왕따 문죄인은 오로지 살인독재자 꼬봉노룻하기에 여념이없으니..']"
2018.12.20 17:09,474,dong****,220.90.***.217,7,0,국민은행 보고 좀 배워라~,[]
2018.12.20 16:55,542,ybyb****,117.111.***.72,6,2,갈아타자,[]
2018.12.20 16:42,352,jswp****,117.111.***.222,2,0,"안 창피하냐?
시티한테 맨날 당하구있냐?
돈 없냐?",[]
2018.12.20 15:41,496,jhto****,211.36.***.145,0,1,"여기만 파랭이네요?
외인비율 ㅎㄷㄷㄷ

기은이는 정부랑 국민연금이 약 60프로 갖고있는데
요기는 대주주지분율이 ㅡㅡ;;;;;

무섭네요 ㅅㅅㅅ",[]
2018.12.20 15:33,379,cham****,223.33.***.186,2,0,"금융주 다 빨강


회장놈이랑 씨티랑 공매도 하나?",[]
2018.12.20 15:21,350,cham****,223.33.***.186,3,0,KB회장은 얼마 전 자사주 또 구매,[]
2018.12.20 15:14,377,jswp****,117.111.***.222,4,0,"너 신한회장하고 싸웠니?
올라가려면 던지고 그래

그만해 나도 먹고 살아야지",[]
2018.12.20 12:26,475,kdhf****,39.7.***.26,4,0,은행주 금리 적당히 오르면 나쁘지 않을듯,[]
2018.12.20 10:13,713,jinj****,219.254.***.113,3,0,박항서 감독님 덕분에 한국 기업들 특히 신한이 베트남에서 인기가 높습니다.조만간 기쁜소식 날라올것같네요~,[]
2018.12.20 09:45,408,idle****,211.36.***.35,3,0,영원한 2등..,[]
2018.12.20 09:18,756,jaem****,39.7.***.36,1,2,씨티는 알고 있어나부네 역시 금융주는 외국인따라가야되는군,['지금이라도 가. ㅉㅉ']
2018.12.20 08:29,594,ehdg****,223.62.***.113,1,5,"금리인상하면 예전에는 호재였음

근데 요즘은 은행이 대출업무 이외에 투자업무도 주업임. 그래서 은행이 갖고 있는 투자자산의 평가액 감소로 초악재",['ㅋㅋㅋㅋ 미련둥이']
