2018.12.19 10:32,322,fair****,58.234.***.218,4,2,이제 시작임,
2018.12.19 08:18,352,hpga****,115.139.***.112,2,3,"Bgf리테일
2017년 145000원 시작해 최고가255000,
종가210000
2018년 시가 212500 , 고가235000, 현재202000원.


Bgf
3년 연속 최소50%하락 목표치를 만듬. 
2016년 52.30%하락. 
2017년 81.36% 하락 
2018년 45.70% 하락중. 
올해 2016년 하락폭 만큼 내렸다가 반등. 
370일 동안 월, 주 전고점을 단한번도 허락하지 않은 완벽한 하락.

조폭처럼 잔인성을 나타내는 차트.
거래소 전체 하락순위 지난달까지 1위 였던기업.

아들 상속으로 이런 결과물을 만들었다고 bgf게시판에는 아우성임.",['응 ㄲㅈ']
2018.12.19 09:07,194,hpga****,115.139.***.112,3,2,"절대 그들 목표치가 있기에 여기서 상승 마무리가 안되며
이번 년도는 최소213000원은 넘긴다.

여러번 강조한 이유이다.",['일봉 아랫꼬리 양봉 오늘 양봉의 두께가 굵어 질것.\n하락시 마다 매수하면 언제나 큰수익을 주는 리테일 흐름.']
2018.12.18 23:19,267,firs****,211.36.***.200,2,0,정부가 칼빼들었네ㅋㅋ,[]
2018.12.18 22:13,197,chan****,223.39.***.133,1,0,2분극초단타!,[]
2018.12.18 12:04,284,jojo****,222.113.***.134,3,1,모두들 단타하세요,[]
2018.12.17 08:36,686,hpga****,115.139.***.112,4,4,"지난주 양봉 이후 이번주 전망은 2주연속 양봉전망 예상.
가고자하는 힘이 매우 강함.
대외 환경 글로벌 ,코스피 하락에도 상승주도 종목.
Bgf는 거래소 전체 하락순위 2위에 있고 리테일은 지속 상승 패턴.
리테일은 상승시 N자 상승을 다채우는 차트.
Bgf는 100일 한번 나오는 5%상승.그리고 외마디 차트 마무리.
반대의 차트.","['맞어?마무리이', '조오ㄲㅏ']"
2018.12.15 20:50,605,digi****,211.246.***.39,3,3,매너지켜라역겹다 담배냄새,['길거리 흡연하는 꼰대들이 많나보네 ㅉㅉ']
2018.12.14 18:02,673,najh****,221.148.***.163,4,1,꼬라지봐라. 주주들을 뭣같이 보는거지,[]
2018.12.14 10:35,334,jojo****,175.223.***.236,4,1,참 쉽죠 주식하기,['쭉쭉 잘 내려가네 ...']
2018.12.14 10:05,229,alli****,49.142.***.95,0,4,"가치추출 재검 결과 198,000 원, 허가난 젼의판에 믿고 안 믿고는 본인의 의지 ,소중한 님의자산, 성투,",['지나고보니 니말 안맞네']
