19시간 전,ZUNO,내릴듯,0,0,['예측 중']
19.01.24,지름장구,"헉! 영업이익이 반토막이네
공갈차 ㅠ",0,0,['예측 중']
19.01.24,누가뭐래도줍줍,잘가라,1,0,['예측 중']
19.01.23,무한경쟁,잘 나갈때 제때 뽑아줘야지.... 노사가 잘 협의 되었으면합니다...,0,0,[]
19.01.22,힘들힘둘,"유니크 : 현대차 수소차의 핵심부품인 수소제어모듈 공급

믿을게 유니크",2,1,[]
19.01.22,yimray,"바닥나왔네
ㅋㅋㅋ",0,0,[]
19.01.21,받아보세요,"정부의 수소경제 활성화에 힘입어 수소차 관련주가 연일 요동을 치고 있는데요.

21일 한국거래소에 따르면 지난 18일 수소차 관련주인 미코, 세원, 대우부품, 성창오토텍 등이 일제히 상한가로 치솟았습니다. 또 뉴인텍, 모토닉, 코오롱머티리얼, 삼화전자, 평화홀딩스, 엠플러스, 제이엔케이히터 등도 동반 상승했습니다.

정부는 17일 '수소경제 활성화 로드맵' 을 발표하면서 수소경제를 위한 확고한 의지표명을 했습니다.

로드맵을 보면 정부는 2040년 까지 수소차를 누적 기준 620만대 생산 판매하고, 현재 14개 뿐인 수소충전소를 1200ㄱ개로 확대하기로 했는데요. 이를 통해 수소차와 연료전지 등 수소산업 경쟁력을 세계 1위로 끌어올린다는 야심찬 계획입니다.

정부가 수소를 새 성장동력으로 선택한 가운데 현재 산업계의 미래기술 화두는 바로 ""로봇""입니다. 최근 삼성전자 LG전자 현대차 네이버 등 로봇 산업 육성 계획을 밝히며 시장의 이목을 끌었는데요. LA에서 지난 9일에 열린 IT전시회 'CES 2019' 에서는 국내 대기업들이 개발 중인 다양한 로봇을 공개했습니다.

로봇주는 매번 새 정부 초기 당시 로봇 산업 육성책에 힘입어 오르고 식어버리기를 반복했는데요. 이번에는 과연 국내 대기업들의 찜을 받아 다시 상승 기회를 얻게될지 주목이 됩니다.

로봇주 투자자들이라면 어떤선택을 하실겁니까?

덧글 및 프로필 참고 必 !!",8,7,[]
19.01.21,무한경쟁,대박여 수소차,0,0,[]
19.01.21,받아보세요,"영화테크 - 수소차용 시스템 개발에 나서고 있다는 소식.

1)영화테크
ㄱ)현대차, 기아차, 지엠비코리아와 연구 개발 中

ㄱ)현대차
@ 최근 정부의 수소차 보급 정책에 힘입어 2030년까지 연간 수소연료전지차 50만대 생산체제를 갖추겠다는 계획을 목표

ㄱ)NH투자증권
@ 최근 수소연료전지차와 전기차 성장에 모두 수혜가 가능한 종목으로 한온시스템, 우리산업, 지엠비코리아를 제시

ㄱ)영화테크 - 2017 6월부터 지엠비코리아와 스낵 내 열 회수 및 냉각수 누설방지를 위한 전동식워터펌프 개발 中
@ 연로전지 차량용 전독식 워터펌프와 소형/경량화 일체형 고전압 제어기를 개발하는 것

ㄱ)영화테크 - 자동차 부품 연구원과도 수소연료전지차용 고전압 부스터 시스템 개발 中
@ 영화테크는 10여년 이상 연구개발을 통해 친환경 전기차 전력변환 관련 기술력을 축적해왔음
@ 중소/중견기업 중 전기차 전력변환 관련 특허 1위 기업으로 선정.",7,0,[]
19.01.18,손절은노노,대장주다!!현대차협업,1,0,[]
19.01.16,정성님,"머지??
순간 번쩍 10프로 상승시키고 제자리!!
현대차 수소차 부품 납품인가??",1,0,[]
19.01.16,흠냐몰라,와....털고 나와서 현대차 탄게 신의 한수였네 ㅋㅋㅋ,3,1,[]
19.01.16,가스아#8761,귀족노조 때려잡지 않으면 현대차는 더이상 발전 없다.,1,2,[]
19.01.15,K.K.K,"전라북도가 수소경제 산업 구축을 위해 수소차 및 수소버스 보급, 충전소 구축 등과 같은 사업을 본격 추진한다. 이를 위해 수요조사도 1월 말까지 진행될 예정이다.

2030년까지 97백억원 투자, 수소차 14,000대, 수소버스 400대, 충전소 24개소 단계별 구축
[인더스트리뉴스 최홍식 기자] 전라북도는 지난해 11월 13일 ‘수소차 및 수소충전소 보급계획’ 발표 이후, 현재 시·군을 대상으로 2020년 사업분 사전 수요조사를 진행하고 있다. 2020년부터 2030년까지 총사업비 9,695억원을 투자해 도내 전역에 수소차 14,000대(승용), 수소버스 400대, 수소충전소 24개소를 단계별로 보급하는 사업이다.

￼전라북도가 수소경제 산업 구축을 위해 수소차 및 수소버스 보급, 충전소 구축 등과 같은 사업을 본격 추진한다. 이를 위해 수요조사도 1월 말까지 진행될 예정이다. [사진=현대자동차]

전라북도는 지난해 12월 12일 시‧군 및 관계기관 설명회를 개최한 이후 1월 31일까지 사전조사를 통해 2020년분 사업물량을 조기에 확정하고 국가예산 반영에 총력을 기울여 나가겠다는게 전라북도의 계획이다. 최근 수소차․수소충전소에 대한 전국적인 관심이 고조되고 있는 분위기로 조기에 사업물량 확정 후 대정부 활동을 추진하여 시․도간 경쟁에서 선점하기 위해 사전 수요조사를 추진하고 있는 것이다.
전라북도 보급계획에 따르면 우선 2020~2022년까지 수소차 초기시장 형성을 위해 도가 중심이 되어 선도지역 중심의 ‘시범보급’을 추진할 예정이다. 2020년부터 2022년까지 1,471억원을 투입해 수소차 1,600대, 수소버스 20대, 수소충전소 8개소를 구축할 전망이다.
수소차 초기시장 견인을 위한 시범보급 사업으로 시·군과 수소차 구매자의 초기 비용부담을 최소화하는 방향으로 사업 추진한다. 매년 차량 구매가격과 국비 지원율에 따라 탄력적으로 지원할 방침이다. 내년 시범사업의 경우 306억원을 투입해 수소차 300대와 수소버스 5대, 수소충전소 2개소 구축을 목표하고 있다. 수소차는 300대를 목표로 구매보조금은 1대당 3천 600만원(국비 2천 250만원, 도비 1천 200만원, 시군비 150만원 이상)으로 전국 최고 수준으로 지원한다.
수소버스는 5대를 목표로 시․군과 시내버스 사업자의 구매부담 없이 1대당 6억 3,000만원(국비 3억원, 도비 3억 3,000만원)을 지원하되 수소버스 운영은 시․군에서 책임 운영하는 방식으로 추진한다. 수소충전소는 2개소 이상을 목표로 하고 있으며 기존 충전소․주유소시설 부지에, 수소충전SPC(HyNET) 등의 민간자본을 통해 충전소를 구축하고 초기 낮은 사업성을 감안, 시․군에서 5년 정도 운영비를 지원하는 방식으로 추진할 계획이다. 수소충전SPC(HyNET)는 국내 수소충전소 구축 및 운영을 목적으로 하는 수소충전소 민간 특수목적법인으로 2022년까지 국내에 100기의 충전소를 건립하는 것을 목표하고 있다. 한국가스공사, 현대자동차, 에어리퀴드 코리아, 에코바이오홀딩스, 우드사이드, 넬 코리아, 범한산업, 효성, 덕양, SPG케미칼, 제이엔케이히터, 코오롱인더스트리, 발맥스기술 등 총 13개 기업이 참여한다.
2023~2030년까지 추진되는 ‘실용화 보급’부터는 시·군 사업으로 전환, 국·도 및 시·군의 균형있는 재정지원을 통해 수소연료의 생산․유통체계 구축과 함께 도내 수소차 및 수소충전소를 구축하여 지속적인 시장확산을 유도해 나갈 계획이다. 올해는 완주산단에 전북 제1호 수소충전소 건립을 추진한다. 현대차 수소상용차 출고지원 등을 위해 작년 국회예결위 단계에서 ‘전북 제1호 수소충전소의 조기 구축’ 확보한 바 있으며, 이를 위해 현재 현대차 및 완주군과 긴밀히 협의하고 있다. 금년 10월까지 완료하여 현대차 수소버스와 수소트럭 공급에 차질이 없도록 완주군과 협력해 나갈 예정이다.
전라북도 나석훈 경제산업국장은 “작년 ‘새만금 재생에너지 비전 선포’에 이어 최근 정부에서 전북을 수소상용차 산업의 중심지로 육성하겠다는 의지를 보이는 등 우리도가 신․재생에너지산업의 중심지로 발돋움 할 수 있는 골든타임이 도래하고 있다”며, “금년 제1호 수소충전소 구축을 시작으로 수소버스를 중심으로 하는 수소차․수소충전소 보급사업이 차질 없이 추진될 수 있도록 행․재정적 역량을 결집해 나가겠다”고 밝혔다.
이어서 “새만금재생에너지 클러스터 조성사업과 연계한 ‘수소산업 종합발전계획’을 수립해 체계적인 수소산업 육성을 위한 기반을 마련하는 등 2019년을 수소산업 육성의 원년으로",2,1,[]
19.01.15,조갱2,"바닥을 버틴자여, 즐기세요.",0,0,[]
19.01.15,ㅅㄹㄱ1231,주식한다고 깝싸는 머저리들 들어라~~우리집 옆에 아줌마가 주식한다는데 인터넷 홈페이지도 못들어가는 사람이다 그런 인간들이 주식한다고 깝싸는 지금 이 때 주식한다고? 때려쳐라 엘리트대학나오고 날고기는 펀드매니저도 돈잃는 마당에 진짜 가슴에 손얹고 자기가 그런기본도 안되는 빡아사리면 주식 안하는게 맞다,1,2,[]
